layer,index,singular_value
8,113,5.09356149996219
8,114,4.910286771116743
8,115,2.1207051791942866
8,116,2.1067369626355013
8,117,2.0113789492077707
8,118,1.5083376812870268
8,119,1.1666175249724755
8,120,0.1192634524904044
8,121,0.06766141411202665
8,122,0.0
8,123,0.0
8,124,0.0
8,125,0.0
8,126,0.0
8,127,0.0
8,128,0.0
