layer,index,singular_value
7,120,1.8559326412164314
7,121,1.342288777064092
7,122,0.7280397817560491
7,123,0.30636108719142907
7,124,0.16315143400227758
7,125,0.0
7,126,0.0
7,127,0.0
7,128,0.0
8,1,981.6020136972166
8,2,154.79221669245052
8,3,125.26174545801454
8,4,112.0807112370204
8,5,106.50535010012187
8,6,95.37300264178614
8,7,89.79277665389854
8,8,87.13304114305537
8,9,76.5621170048192
8,10,71.8701216869423
8,11,70.42928818403696
8,12,64.82290200183901
8,13,61.39849881306426
8,14,57.52292562101873
8,15,52.260398172792186
8,16,50.11461327387581
8,17,49.01363693174804
8,18,45.983461865767616
8,19,43.46491154612916
8,20,41.43184581091516
8,21,39.59058297498567
8,22,37.870545135863544
8,23,36.28860462509044
8,24,34.97298902159728
8,25,33.27214415122956
8,26,32.82795660448811
8,27,31.708611970344638
8,28,30.13388458416322
8,29,28.503843348941132
8,30,28.123916922399097
8,31,27.07108188291223
8,32,26.42966922957343
8,33,25.934719813954047
8,34,25.18629470603972
8,35,24.82503062311305
